No.,Description,Category,Energy (Kcal),Carbohydrate(g),Protein(g),Total Lipid(g),Monounsaturated Fatty Acids(g),Polyunsaturated Fatty Acids(g),Saturated Fatty Acids(g)
18506,"KELLOGG'S,EGGO,NUTRI-GRAIN,WAFFLES,LOFAT",KELLOGG'S,201,39.0,6.5,3.5,0.8,1.5,0.8
28021,"KELLOGG'S,EGGO,NUTRI-GRAIN,WAFFLES,ORIGINAL",KELLOGG'S,239,37.6,6.6,8.3,2.1,3.7,2.0
28003,"KELLOGG'S,EGGO,PANCAKES,BLUEBERRY",KELLOGG'S,245,39.9,5.3,7.4,1.6,3.8,1.2
28004,"KELLOGG'S,EGGO,PANCAKES,CHOC CHIP",KELLOGG'S,253,39.9,5.5,8.2,2.0,3.8,1.8
28025,"KELLOGG'S,EGGO,THICK & FLUFFY,WAFFLES,BROWN SUGAR",KELLOGG'S,307,44.5,5.8,11.9,3.1,5.0,3.2
28026,"KELLOGG'S,EGGO,THICK & FLUFFY,WAFFLES,ORIGINAL",KELLOGG'S,295,37.4,6.5,13.6,3.5,6.0,3.3
28007,"KELLOGG'S,EGGO,WAFFLERS,BROWN SUGAR CINN ROLL",KELLOGG'S,331,52.2,4.8,11.6,2.9,4.6,3.4
28008,"KELLOGG'S,EGGO,WAFFLERS,STRAWBERRY STRUDEL",KELLOGG'S,318,50.0,5.0,11.0,2.8,4.6,2.7
28009,"KELLOGG'S,EGGO,WAFFLES,BLUEBERRY",KELLOGG'S,265,41.7,5.5,8.7,2.1,3.5,2.1
28010,"KELLOGG'S,EGGO,WAFFLES,BTTRMLK",KELLOGG'S,278,39.0,6.6,10.9,2.8,4.6,2.7
28260,"KELLOGG'S,EGGO,WAFFLES,CHOC CHIP",KELLOGG'S,291,44.8,5.8,10.1,2.1,3.4,3.8
28011,"KELLOGG'S,EGGO,WAFFLES,CINN TOAST",KELLOGG'S,325,49.5,5.5,11.9,3.1,4.6,3.4
28014,"KELLOGG'S,EGGO,WAFFLES,FRENCH TOAST",KELLOGG'S,305,43.4,5.8,12.2,2.9,4.6,4.0
28015,"KELLOGG'S,EGGO,WAFFLES,HOMESTYLE",KELLOGG'S,278,39.8,6.6,10.55,2.75,4.45,2.6
18505,"KELLOGG'S,EGGO,WAFFLES,HOMESTYLE,LOFAT",KELLOGG'S,229,44.9,6.3,3.5,0.8,1.4,0.9
28024,"KELLOGG'S,EGGO,WAFFLES,STRAWBERRY",KELLOGG'S,265,41.6,5.5,8.7,2.2,3.5,2.1
28183,"KELLOGG'S,POP-TARTS MINI CRISPS,CINN BROWN SUGAR BKD BITES",KELLOGG'S,433,79.0,4.8,11.0,2.5,4.1,3.5
28184,"KELLOGG'S,POP-TARTS MINI CRISPS,FRSTD CHOC BKD BITES",KELLOGG'S,438,78.9,5.0,11.6,2.5,3.9,3.9
28185,"KELLOGG'S,POP-TARTS MINI CRISPS,FRSTD STRAWBERRY BKD BITES",KELLOGG'S,440,79.1,4.7,11.8,2.4,4.0,4.5
28165,"KELLOGG'S,POP-TARTS,CHOC CHIP COOKIE DOUGH TOASTER PASTRIES",KELLOGG'S,387,69.4,4.5,10.5,2.4,3.4,3.8
28163,"KELLOGG'S,POP-TARTS,FRSTD APPL STRUDEL TOASTER PASTRIES",KELLOGG'S,395,70.5,4.4,10.8,2.4,4.0,3.5
28164,"KELLOGG'S,POP-TARTS,FRSTD BLUEBERRY MUFFIN TOASTER PASTRIES",KELLOGG'S,397,70.9,4.0,10.9,2.4,4.0,3.5
28167,"KELLOGG'S,POP-TARTS,FRSTD CINN ROLL TOASTER PASTRIES",KELLOGG'S,416,67.8,4.7,14.1,3.1,5.3,4.6
28168,"KELLOGG'S,POP-TARTS,FRSTD CONFETTI CAKE TOASTER PASTRIES",KELLOGG'S,375,73.0,4.4,7.4,1.5,2.6,2.5
28169,"KELLOGG'S,POP-TARTS,FRSTD COOKIES & CREME TOASTER PASTRIES",KELLOGG'S,379,69.3,4.9,9.8,2.2,3.4,3.4
28170,"KELLOGG'S,POP-TARTS,FRSTD ORANGE CRM TOASTER PASTRIES",KELLOGG'S,401,70.6,3.9,11.5,2.4,4.0,3.9
28171,"KELLOGG'S,POP-TARTS,FRSTD PUMPKIN PIE TOASTER PASTRIES",KELLOGG'S,394,70.6,4.7,10.5,2.3,3.9,3.4
28172,"KELLOGG'S,POP-TARTS,FRSTD SPRING BERRY TOASTER PASTRIES",KELLOGG'S,390,72.3,4.0,9.6,2.1,3.6,3.1
28173,"KELLOGG'S,POP-TARTS,FRSTD SUGAR COOKIE TOASTER PASTRIES",KELLOGG'S,393,70.2,4.5,10.6,2.3,3.8,3.5
28174,"KELLOGG'S,POP-TARTS,FRSTD WAFFLE CONE TOASTER PASTRIES",KELLOGG'S,373,74.3,3.9,6.8,1.4,2.4,2.3
28175,"KELLOGG'S,POP-TARTS,FRSTD WILD FRUIT FUSION TOASTER PASTRIES",KELLOGG'S,391,72.3,3.9,9.7,2.1,3.6,3.1
28176,"KELLOGG'S,POP-TARTS,FRSTD WILD GRAPE TOASTER PASTRIES",KELLOGG'S,390,71.8,4.1,9.8,2.1,3.6,3.1
28177,"KELLOGG'S,POP-TARTS,FRSTD WILD STRAWBERRY TOASTER PASTRIES",KELLOGG'S,391,72.1,3.9,9.7,2.1,3.6,3.1
28192,"KELLOGG'S,POP-TARTS,GINGERBREAD TOASTER PASTRIES",KELLOGG'S,393,70.8,4.1,10.5,2.2,3.8,3.5
28178,"KELLOGG'S,POP-TARTS,ICE CRM SHOPPE FRSTD HOT FUDGE SUNDAE TO",KELLOGG'S,391,69.8,4.4,10.8,2.2,3.6,3.9
28179,"KELLOGG'S,POP-TARTS,ICE CRM SHOPPE FRSTD ICE CREME SNDWCH TO",KELLOGG'S,390,69.4,4.6,10.9,2.2,3.7,3.8
28180,"KELLOGG'S,POP-TARTS,ICE CRM SHOPPE FRSTD RAINBOW CHIP TOASTE",KELLOGG'S,400,70.8,4.0,11.2,2.3,3.8,4.0
28181,"KELLOGG'S,POP-TARTS,ICE CRM SHOPPE FRSTD STRAWBERRY MILKSHAK",KELLOGG'S,397,70.0,4.0,11.3,2.4,4.0,3.9
28182,"KELLOGG'S,POP-TARTS,ICE CRM SHOPPE FRSTD VANILLA MILKSHAKE T",KELLOGG'S,398,70.1,4.0,11.3,2.4,4.0,4.0
28193,"KELLOGG'S,POP-TARTS,YUM-AZING VANILLA MILKSHAKE TOASTER PAST",KELLOGG'S,398,70.2,4.1,11.3,2.3,3.9,3.8
28023,"KELLOGG'S,SIMPLY EGGO,ORIGINAL",KELLOGG'S,294,43.3,6.2,10.9,2.0,4.9,2.8
28186,"KELLOGG'S,SPL K,CRACKER CHIPS,CHEDDAR",KELLOGG'S,382,73.7,6.4,9.4,1.8,4.1,2.4
28187,"KELLOGG'S,SPL K,CRACKER CHIPS,SEA SALT",KELLOGG'S,361,75.4,6.8,7.6,2.1,4.0,1.4
28188,"KELLOGG'S,SPL K,CRACKER CHIPS,SOUR CRM & ONION",KELLOGG'S,365,74.3,7.1,8.0,2.0,3.7,2.2
28189,"KELLOGG'S,SPL K,CRACKER CHIPS,SOUTHWEST RANCH",KELLOGG'S,380,74.8,6.2,8.7,1.9,4.3,1.8
28190,"KELLOGG'S,SPL K,MULTIGRAIN CRACKERS",KELLOGG'S,401,75.4,9.0,9.4,2.2,4.9,1.4
28191,"KELLOGG'S,SPL K,SAVORY HERB CRACKERS",KELLOGG'S,406,73.8,10.9,10.0,2.2,5.1,1.5
18499,"KELLOGG,KELLOGG'S EGGO,BTTRMLK PANCAKE",KELLOGG,245,38.6,5.3,8.0,2.0,4.4,1.3
18501,"KELLOGG,KELLOGG'S NUTRI-GRAIN CRL BARS,MXD BERRY",KELLOGG,370,72.8,4.3,7.6,5.0,1.1,1.5
21419,"KFC,BISCUIT",KFC,358,43.55,7.5,17.05,1.243,1.352,11.916
21420,"KFC,COLESLAW",KFC,144,15.65,0.91,8.64,1.963,4.888,1.303
21421,"KFC,CRISPY CHICK STRIPS",KFC,274,13.66,20.25,15.42,4.308,6.881,2.887
21438,"KFC,FRIED CHICK,EX CRISPY,BREAST,MEAT & SKN W/ BREADING",KFC,268,8.47,21.24,16.55,5.422,6.276,3.538
21430,"KFC,FRIED CHICK,EX CRISPY,BREAST,MEAT ONLY,SKN & BRDING RMVD",KFC,153,0.25,27.25,4.82,1.683,1.62,1.196
21439,"KFC,FRIED CHICK,EX CRISPY,DRUMSTK,MEAT & SKN W/ BREADING",KFC,274,7.96,20.62,17.73,6.049,6.353,3.887
21431,"KFC,FRIED CHICK,EX CRISPY,DRUMSTK,MEAT ONLY,SKN & BRDNG RMVD",KFC,170,0.0,25.9,7.43,2.903,2.051,1.893
21429,"KFC,FRIED CHICK,EX CRISPY,SKN & BREADING",KFC,464,22.54,10.96,36.61,11.816,14.238,7.541
21440,"KFC,FRIED CHICK,EX CRISPY,THIGH,MEAT & SKN W/ BREADING",KFC,309,10.3,17.17,22.14,7.661,7.738,4.917
21432,"KFC,FRIED CHICK,EX CRISPY,THIGH,MEAT ONLY,SKN & BRDING RMVD",KFC,179,0.0,22.41,9.96,4.164,2.267,2.709
21441,"KFC,FRIED CHICK,EX CRISPY,WING,MEAT & SKN W/ BREADING",KFC,337,11.66,20.8,23.0,7.424,8.57,4.796
21433,"KFC,FRIED CHICK,EX CRISPY,WING,MEAT ONLY,SKN & BRDING REMOVD",KFC,236,2.97,28.67,12.13,3.917,4.045,2.603
21434,"KFC,FRIED CHICK,ORIGINAL RECIPE,BREAST,MEAT & SKN W/ BRDING",KFC,231,6.28,21.94,13.11,4.653,4.166,2.981
21425,"KFC,FRIED CHICK,ORIGINAL RECIPE,BREAST,MEAT NLY,SKN BRDNG RD",KFC,149,0.0,26.89,4.56,2.313,0.982,1.03
21435,"KFC,FRIED CHICK,ORIGINAL RECIPE,DRUMSTK,MEAT & SKN W/ BRDING",KFC,239,5.39,22.3,14.22,5.115,4.29,3.24
21426,"KFC,FRIED CHICK,ORIGINAL RECIPE,DRUMSTK,MEAT ONLY,SKN BRG RD",KFC,175,0.11,26.3,7.66,2.816,1.963,1.838
21424,"KFC,FRIED CHICK,ORIGINAL RECIPE,SKN & BREADING",KFC,384,18.79,14.17,28.01,14.448,5.375,6.343
21436,"KFC,FRIED CHICK,ORIGINAL RECIPE,THIGH,MEAT & SKN W/ BREADING",KFC,269,8.46,18.9,17.73,8.608,3.277,4.123
21427,"KFC,FRIED CHICK,ORIGINAL RECIPE,THIGH,MEAT ONLY,SKN BRDNG RD",KFC,175,0.01,22.78,9.31,3.83,1.561,2.308
21437,"KFC,FRIED CHICK,ORIGINAL RECIPE,WING,MEAT & SKN W/ BREADING",KFC,297,9.93,21.7,18.9,9.595,3.669,4.251
21428,"KFC,FRIED CHICK,ORIGINAL RECIPE,WING,MEAT ONLY,SKN BRDNG RD",KFC,216,1.76,28.65,10.49,5.115,2.095,2.321
21422,"KFC,POPCORN CHICK",KFC,351,21.18,17.67,21.74,5.66,10.093,3.954
7968,"KIELBASA,FULLY CKD,GRILLED",KIELBASA,337,5.03,12.45,29.68,12.564,5.383,9.894
7969,"KIELBASA,FULLY CKD,PAN-FRIED",KIELBASA,333,4.78,12.36,29.43,11.79,5.458,9.487
7970,"KIELBASA,FULLY CKD,UNHTD",KIELBASA,325,3.72,10.84,29.63,12.186,5.3,9.684
7934,"KIELBASA,POLISH,TURKEY & BF,SMOKED",KIELBASA,226,3.9,13.1,17.6,8.27,2.33,6.23
9148,"KIWIFRUIT,GRN,RAW",KIWIFRUIT,61,14.66,1.14,0.52,0.047,0.287,0.029
9520,"KIWIFRUIT,ZESPRI SUNGOLD,RAW",KIWIFRUIT,63,15.79,1.02,0.28,0.023,0.111,0.065
7038,KNACKWURST  KNOCKWURST  PORK  BF,KNACKWURST  KNOCKWURST  PORK  BF,307,3.2,11.1,27.7,12.81,2.92,10.21
11793,"KOHLRABI,CKD,BLD,DRND,W/SALT",KOHLRABI,29,6.69,1.8,0.11,0.008,0.053,0.014
11242,"KOHLRABI,CKD,BLD,DRND,WO/SALT",KOHLRABI,29,6.69,1.8,0.11,0.008,0.053,0.014
11241,"KOHLRABI,RAW",KOHLRABI,27,6.2,1.7,0.1,0.007,0.048,0.013
9149,"KUMQUATS,RAW",KUMQUATS,71,15.9,1.88,0.86,0.154,0.171,0.103
17456,"LAMB,AUS,FRSH,LEG,HINDSHANK,HEEL ON,BNE-IN,LN & FAT,1/8"",RAW",LAMB,196,0.0,20.58,12.68,5.003,0.858,5.862
17455,"LAMB,AUS,FRSH,LEG,HINDSHANK,HEEL ON,BNE-IN,LN & FT,1/8"",BRSD",LAMB,204,0.0,29.52,9.5,3.788,0.843,4.293
17441,"LAMB,AUS,FRSH,LEG,HINDSHANK,HEEL ON,BONE-IN,LN,1/8"" FAT,RAW",LAMB,122,0.0,22.49,3.53,1.335,0.358,1.269
17440,"LAMB,AUS,FRSH,LEG,HINDSHANK,HEEL ON,BONE-IN,LN,1/8"",BRSD",LAMB,174,0.0,30.73,5.63,2.293,0.635,2.241
17458,"LAMB,AUS,FRSH,LEG,TROTTER OFF,BONE-IN,LN & FAT,1/8"" FAT,RAW",LAMB,175,0.0,21.95,9.73,3.934,0.692,4.464
17457,"LAMB,AUS,FRSH,LEG,TROTTER OFF,BONE-IN,LN & FAT,1/8"" FAT,RSTD",LAMB,226,0.08,30.15,11.64,4.926,0.878,5.483
17445,"LAMB,AUS,FRSH,LEG,TROTTER OFF,BONE-IN,LN,1/8"" FAT,CKD,RSTD",LAMB,215,0.0,32.08,9.59,4.17,0.77,4.359
17463,"LAMB,AUS,FRSH,RACK,RST,FRENCHED,BNE-IN,LN & FT,1/8"",RSTD",LAMB,291,0.0,25.96,20.77,8.435,1.372,10.111
17448,"LAMB,AUS,FRSH,RACK,RST,FRENCHED,BONE-IN,LN,1/8"" FAT,CKD,RSTD",LAMB,244,0.0,28.01,14.64,6.124,1.024,6.802
17462,"LAMB,AUS,FRSH,RACK,RST,FRNCHED,DNUDED,BNE-IN,LN & FT,0"",RSTD",LAMB,193,0.0,25.95,9.91,3.972,0.675,4.743
17447,"LAMB,AUS,FRSH,RACK,RST,FRNCHED,DNUDED,BONE-IN,LN,0"",CKD,RSTD",LAMB,175,0.0,26.52,7.63,3.093,0.542,3.54
17315,"LAMB,AUS,FRSH,RIB CHOP,FRENCHED,BNE-IN,LN & FAT,1/8"",GRILLED",LAMB,305,0.0,28.48,21.2,8.434,1.23,10.666
17317,"LAMB,AUS,FRSH,RIB CHOP,FRNCHED,BONE-IN,LN,1/8"",CKD,GRILLED",LAMB,234,0.0,32.16,11.68,4.79,0.648,5.69
17461,"LAMB,AUS,FRSH,RIB CHOP,FRNCHED,DNUDED,BONE-IN,LN,0"",GRILLED",LAMB,236,0.0,33.17,11.5,4.695,0.635,5.627
17316,"LAMB,AUS,FRSH,RIB CHOP/RACK RST,FRENCHED,BONE-IN,LN,1/8"",RAW",LAMB,147,0.0,24.07,5.59,2.409,0.386,2.532
17281,"LAMB,AUS,IMP,FRSH,COMP OF RTL CUTS,LN&FAT,1/8""FAT,CKD",LAMB,256,0.0,24.52,16.82,6.711,0.66,7.94
17280,"LAMB,AUS,IMP,FRSH,COMP OF RTL CUTS,LN&FAT,1/8""FAT,RAW",LAMB,229,0.0,17.84,16.97,6.91,0.718,8.189
17283,"LAMB,AUS,IMP,FRSH,COMP OF RTL CUTS,LN,1/8""FAT,CKD",LAMB,201,0.0,26.71,9.63,3.857,0.418,4.048
17282,"LAMB,AUS,IMP,FRSH,COMP OF RTL CUTS,LN,1/8""FAT,RAW",LAMB,142,0.0,20.25,6.18,2.53,0.276,2.54
17285,"LAMB,AUS,IMP,FRSH,FAT,CKD",LAMB,639,0.0,9.42,66.4,26.377,2.331,34.751
17284,"LAMB,AUS,IMP,FRSH,FAT,RAW",LAMB,648,0.0,6.27,68.87,27.975,2.844,35.353
17287,"LAMB,AUS,IMP,FRSH,FORESHANK,LN&FAT,1/8""FAT,CKD,BRSD",LAMB,236,0.0,24.78,14.44,5.959,0.601,6.794
17286,"LAMB,AUS,IMP,FRSH,FORESHANK,LN&FAT,1/8""FAT,RAW",LAMB,195,0.0,18.85,12.68,5.293,0.596,5.981
17289,"LAMB,AUS,IMP,FRSH,FORESHANK,LN,1/8""FAT,CKD,BRSD",LAMB,165,0.0,27.5,5.22,2.338,0.294,1.884
17288,"LAMB,AUS,IMP,FRSH,FORESHANK,LN,1/8""FAT,RAW",LAMB,123,0.0,20.83,3.81,1.712,0.241,1.344
17453,"LAMB,AUS,IMP,FRSH,LEG,BTTM,BNLESS,LN & FAT,1/8"" FAT,CKD,RSTD",LAMB,219,0.0,27.54,12.04,4.668,0.764,5.223
17454,"LAMB,AUS,IMP,FRSH,LEG,BTTM,BNLESS,LN & FAT,1/8"" FAT,RAW",LAMB,187,0.0,20.97,11.43,4.777,0.772,5.361
17439,"LAMB,AUS,IMP,FRSH,LEG,BTTM,BNLESS,LN,1/8"" FAT,CKD,RSTD",LAMB,190,0.0,28.6,8.35,3.231,0.546,3.224
17307,"LAMB,AUS,IMP,FRSH,LEG,CNTR SLCE,BNE-IN,LN&FT,1/8""FT,CKD,BRLD",LAMB,215,0.0,25.54,11.78,4.755,0.526,5.32
17306,"LAMB,AUS,IMP,FRSH,LEG,CNTR SLICE,BONE-IN,LN&FAT,1/8""FAT,RAW",LAMB,195,0.0,19.17,12.56,5.146,0.591,5.813
17309,"LAMB,AUS,IMP,FRSH,LEG,CNTR SLICE,BONE-IN,LN,1/8""FAT,CKD,BRLD",LAMB,183,0.0,26.75,7.68,3.129,0.39,3.111
17308,"LAMB,AUS,IMP,FRSH,LEG,CNTR SLICE,BONE-IN,LN,1/8""FAT,RAW",LAMB,143,0.0,20.65,6.08,2.519,0.331,2.413
17295,"LAMB,AUS,IMP,FRSH,LEG,SHANK HALF,LN&FAT,1/8""FAT,CKD,RSTD",LAMB,231,0.0,25.25,13.69,5.554,0.563,6.341
17294,"LAMB,AUS,IMP,FRSH,LEG,SHANK HALF,LN&FAT,1/8""FAT,RAW",LAMB,201,0.0,18.59,13.48,5.549,0.57,6.389
17297,"LAMB,AUS,IMP,FRSH,LEG,SHANK HALF,LN,1/8""FAT,CKD,RSTD",LAMB,182,0.0,27.18,7.27,3.021,0.348,2.918
17296,"LAMB,AUS,IMP,FRSH,LEG,SHANK HALF,LN,1/8""FAT,RAW",LAMB,133,0.0,20.45,5.1,2.157,0.246,2.008
17302,"LAMB,AUS,IMP,FRSH,LEG,SIRL CHOPS,BNLESS,LN&FAT,1/8""FAT,RAW",LAMB,208,0.0,18.33,14.38,5.878,0.649,6.898
17305,"LAMB,AUS,IMP,FRSH,LEG,SIRL CHOPS,BNLESS,LN,1/8""FAT,CKD,BRLD",LAMB,188,0.0,27.63,7.8,3.177,0.396,3.159
17303,"LAMB,AUS,IMP,FRSH,LEG,SIRL CHPS,BNLESS,LN&FT,1/8""FT,CKD,BRLD",LAMB,235,0.0,25.75,13.83,5.567,0.595,6.414
17301,"LAMB,AUS,IMP,FRSH,LEG,SIRL HALF,BNLESS,LN,1/8""FAT,CKD,RSTD",LAMB,215,0.0,27.75,10.65,4.182,0.482,4.508
17299,"LAMB,AUS,IMP,FRSH,LEG,SIRL HLF,BNLESS,LN&FT,1/8""FAT,CKD,RSTD",LAMB,281,0.0,24.88,19.38,7.658,0.771,9.245
17304,"LAMB,AUS,IMP,FRSH,LEG,SIRLOIN CHOPS,BNLESS,LN,1/8""FAT,RAW",LAMB,132,0.0,20.43,4.91,2.034,0.267,1.948
17298,"LAMB,AUS,IMP,FRSH,LEG,SIRLOIN HALF,BNLESS,LN&FAT,1/8""FAT,RAW",LAMB,254,0.0,17.25,20.0,8.101,0.823,9.754
17300,"LAMB,AUS,IMP,FRSH,LEG,SIRLOIN HALF,BNLESS,LN,1/8""FAT,RAW",LAMB,138,0.0,20.48,5.64,2.293,0.267,2.308
17446,"LAMB,AUS,IMP,FRSH,LEG,TROTTER OFF,BONE-IN,LN,1/8"" FAT,RAW",LAMB,131,0.0,23.11,4.33,1.815,0.394,1.774
17291,"LAMB,AUS,IMP,FRSH,LEG,WHL (SHK&SIRL),LN&FAT,1/8""FAT,CKD,RSTD",LAMB,244,0.0,25.16,15.13,6.087,0.615,7.091
17290,"LAMB,AUS,IMP,FRSH,LEG,WHL (SHK&SIRL),LN&FAT,1/8""FAT,RAW",LAMB,215,0.0,18.24,15.19,6.226,0.657,7.288
17293,"LAMB,AUS,IMP,FRSH,LEG,WHL (SHK&SIRL),LN,1/8""FAT,CKD,RSTD",LAMB,190,0.0,27.31,8.1,3.304,0.38,3.297
17292,"LAMB,AUS,IMP,FRSH,LEG,WHL (SHK&SIRL),LN,1/8""FAT,RAW",LAMB,135,0.0,20.46,5.23,2.19,0.251,2.081
17311,"LAMB,AUS,IMP,FRSH,LOIN,LN&FAT,1/8""FAT,CKD,BRLD",LAMB,219,0.0,25.49,12.25,4.888,0.486,5.572
17310,"LAMB,AUS,IMP,FRSH,LOIN,LN&FAT,1/8""FAT,RAW",LAMB,203,0.0,19.32,13.38,5.374,0.54,6.401
17313,"LAMB,AUS,IMP,FRSH,LOIN,LN,1/8""FAT,CKD,BRLD",LAMB,192,0.0,26.53,8.75,3.499,0.367,3.687
17312,"LAMB,AUS,IMP,FRSH,LOIN,LN,1/8""FAT,RAW",LAMB,146,0.0,21.0,6.24,2.463,0.261,2.673
17464,"LAMB,AUS,IMP,FRSH,RIB CHOP,FRENCHED,DNUDED,BN-IN,L&F,0"",GRLD",LAMB,276,0.0,30.9,16.96,6.787,0.969,8.484
17323,"LAMB,AUS,IMP,FRSH,SHLDR,ARM,LN&FAT,1/8""FAT,CKD,BRSD",LAMB,311,0.0,29.7,20.38,8.173,0.83,9.696
17322,"LAMB,AUS,IMP,FRSH,SHLDR,ARM,LN&FAT,1/8""FAT,RAW",LAMB,243,0.0,17.06,18.89,7.697,0.777,9.125
17325,"LAMB,AUS,IMP,FRSH,SHLDR,ARM,LN,1/8""FAT,CKD,BRSD",LAMB,238,0.0,34.17,10.23,4.16,0.499,4.173
17324,"LAMB,AUS,IMP,FRSH,SHLDR,ARM,LN,1/8""FAT,RAW",LAMB,137,0.0,19.88,5.81,2.424,0.27,2.335
17327,"LAMB,AUS,IMP,FRSH,SHLDR,BLADE,LN&FAT,1/8""FAT,CKD,BRLD",LAMB,291,0.0,21.71,22.03,8.644,0.82,10.51
17326,"LAMB,AUS,IMP,FRSH,SHLDR,BLADE,LN&FAT,1/8""FAT,RAW",LAMB,262,0.0,16.48,21.28,8.579,0.864,10.3
17329,"LAMB,AUS,IMP,FRSH,SHLDR,BLADE,LN,1/8""FAT,CKD,BRLD",LAMB,231,0.0,23.83,14.38,5.589,0.559,6.334
17328,"LAMB,AUS,IMP,FRSH,SHLDR,BLADE,LN,1/8""FAT,RAW",LAMB,164,0.0,19.1,9.09,3.611,0.357,3.883
17319,"LAMB,AUS,IMP,FRSH,SHLDR,WHL (ARM&BLD),LN&FAT,1/8""FAT,CKD",LAMB,296,0.0,23.58,21.65,8.537,0.822,10.324
17318,"LAMB,AUS,IMP,FRSH,SHLDR,WHL (ARM&BLD),LN&FAT,1/8""FAT,RAW",LAMB,256,0.0,16.68,20.47,8.284,0.84,9.907
17321,"LAMB,AUS,IMP,FRSH,SHLDR,WHL (ARM&BLD),LN,1/8""FAT,CKD",LAMB,233,0.0,26.18,13.44,5.264,0.546,5.843
17320,"LAMB,AUS,IMP,FRSH,SHLDR,WHL (ARM&BLD),LN,1/8""FAT,RAW",LAMB,155,0.0,19.36,8.01,3.214,0.323,3.355
17460,"LAMB,AUS,IMP,FRSH,TENDERLOIN,BNLESS,LN & FAT,1/8"" FAT,RAW",LAMB,143,0.0,23.23,5.52,2.087,0.46,2.255
17459,"LAMB,AUS,IMP,FRSH,TENDERLOIN,BNLESS,LN & FAT,1/8"" FAT,RSTD",LAMB,187,0.0,30.87,7.02,2.077,0.546,2.251
17442,"LAMB,AUS,IMP,FRSH,TENDERLOIN,BNLESS,LN,1/8"" FAT,CKD,RSTD",LAMB,184,0.0,30.97,6.71,1.953,0.529,2.084
17314,"LAMB,AUS,RIB CHOP/RACK RST,FRENCHED,BONE-IN,LN & FT,1/8"",RAW",LAMB,237,0.0,21.26,16.89,6.833,1.03,8.128
17353,"LAMB,AUSTRALIAN,GROUND,85% LN / 15% FAT,RAW",LAMB,255,0.0,17.14,20.71,7.948,1.119,9.926
17449,"LAMB,AUSTRALIAN,IMP,FRSH,EXTERNAL FAT,CKD",LAMB,538,0.0,16.9,52.3,20.337,3.115,26.8
17450,"LAMB,AUSTRALIAN,IMP,FRSH,EXTERNAL FAT,RAW",LAMB,487,0.0,12.59,48.5,19.541,2.797,23.892
17444,"LAMB,AUSTRALIAN,IMP,FRSH,LEG,BTTM,BNLESS,LN,1/8"" FAT,RAW",LAMB,136,0.0,22.28,5.24,2.346,0.43,2.277
17451,"LAMB,AUSTRALIAN,IMP,FRSH,SEAM FAT,CKD",LAMB,554,1.55,13.81,54.72,21.229,3.324,28.619
17452,"LAMB,AUSTRALIAN,IMP,FRSH,SEAM FAT,RAW",LAMB,459,0.0,15.65,44.01,16.988,2.621,21.397
17443,"LAMB,AUSTRALIAN,IMP,FRSH,TENDERLOIN,BNLESS,LN,1/8"" FAT,RAW",LAMB,136,0.0,23.42,4.73,1.767,0.417,1.857
17006,"LAMB,DOM,COMP OF RTL CUTS,FAT,1/4""FAT,CHOIC,CKD",LAMB,586,0.0,12.16,59.18,24.4,4.48,27.02
17005,"LAMB,DOM,COMP OF RTL CUTS,FAT,1/4""FAT,CHOIC,RAW",LAMB,665,0.0,6.65,70.61,29.11,5.35,32.24
17002,"LAMB,DOM,COMP OF RTL CUTS,LN&FAT,1/4""FAT,CHOIC,CKD",LAMB,294,0.0,24.52,20.94,8.82,1.51,8.83
17001,"LAMB,DOM,COMP OF RTL CUTS,LN&FAT,1/4""FAT,CHOIC,RAW",LAMB,267,0.0,16.88,21.59,8.86,1.7,9.47
17227,"LAMB,DOM,COMP OF RTL CUTS,LN&FAT,1/8""FAT,CHOIC,CKD",LAMB,271,0.0,25.51,18.01,7.63,1.29,7.45
17226,"LAMB,DOM,COMP OF RTL CUTS,LN&FAT,1/8""FAT,CHOIC,RAW",LAMB,243,0.0,17.54,18.66,7.65,1.48,8.07
17004,"LAMB,DOM,COMP OF RTL CUTS,LN,1/4""FAT,CHOIC,CKD",LAMB,206,0.0,28.22,9.52,4.17,0.62,3.4
17003,"LAMB,DOM,COMP OF RTL CUTS,LN,1/4""FAT,CHOIC,RAW",LAMB,134,0.0,20.29,5.25,2.11,0.48,1.88
17061,"LAMB,DOM,CUBED FOR STEW (LEG&SHLDR),LN,1/4""FAT,CKD,BRLD",LAMB,186,0.0,28.08,7.33,2.95,0.67,2.62
17060,"LAMB,DOM,CUBED FOR STEW (LEG&SHLDR),LN,1/4""FAT,CKD,BRSD",LAMB,223,0.0,33.69,8.8,3.54,0.81,3.15
17059,"LAMB,DOM,CUBED FOR STEW OR KABOB (LEG&SHLDR),LN,1/4""FAT,RAW",LAMB,134,0.0,20.21,5.28,2.13,0.48,1.89
17008,"LAMB,DOM,FORESHANK,LN&FAT,1/4""FAT,CHOIC,CKD,BRSD",LAMB,243,0.0,28.37,13.46,5.68,0.97,5.63
17007,"LAMB,DOM,FORESHANK,LN&FAT,1/4""FAT,CHOIC,RAW",LAMB,201,0.0,18.91,13.38,5.49,1.06,5.83
17228,"LAMB,DOM,FORESHANK,LN&FAT,1/8""FAT,CHOIC,RAW",LAMB,201,0.0,18.91,13.38,5.49,1.06,5.83
